Timed By,20 Yard Shuttle,100 Meter Dash,Bench: 1-rep max (lbs),Bench x 185 (lbs),Vertical Jump,Standing Broad Jump,Bench x 225 (lbs),Squat (lbs),Power Clean
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,n/a,N/A,225,N/A,26,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,325,N/A,34,N/A,16,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,N/A,100,0,N/A,225
N/A,4.1,N/A,325,N/A,32,N/A,14,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,300,N/A,N/A,N/A,13,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.5,N/A,235,N/A,24,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,N/A,N/A,N/A,9,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,30,98 inches ,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.43,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,12,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,135,N/A,31,N/A,N/A,N/A,N/A
Scott howarth,N/A,N/A,135,N/A,N/A,8ft,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,180,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.6,N/A,205,N/A,none,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A
N/A,4.2,N/A,205,4,30,N/A,0,N/A,200
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,205,N/A,30,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.79,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Don’t know ,N/A,135,N/A,Don’t know ,N/A,0,N/A,N/A
N/A,4.5,N/A,155,N/A,25,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,none,N/A,185,N/A,none,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.01,N/A,225,N/A,36,N/A,1,N/A,N/A
N/A,N/A,N/A,135,N/A,24.5,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.9,N/A,270,N/A,30,N/A,8,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,195,N/A,32,N/A,0,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,205,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,21 inch,N/A,N/A,N/A,N/A
N/A,N/A,N/A,305,N/A,N/A,N/A,N/A,N/A,210
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5.1,N/A,160,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,.,N/A,205,N/A,.,N/A,.,N/A,N/A
N/A,N/A,N/A,205,2,10 feet,N/A,N/A,N/A,215
N/A,N/A,N/A,275,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.7,N/A,125,N/A,20.9,N/A,3x110,N/A,N/A
N/A,N/A,N/A,195,N/A,3ft,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,110,N/A,N/A,N/A,N/A,N/A,N/A
Coaching Staff,4.69,N/A,245,N/A,N/A,N/A,N/A,N/A,250
N/A,N/A,N/A,110,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,31,N/A,N/A,N/A,N/A
Coach Snyder,N/A,N/A,235,N/A,N/A,N/A,1,N/A,225
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,190,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,275,N/A,28,N/A,10,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,165,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
Keith Boedicker,N/A,N/A,235,7,N/A,N/A,2,N/A,190
N/A,N/A,N/A,205,3,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,44,9'6,N/A,N/A,N/A
N/A,4.2,N/A,265,N/A,N/A,N/A,6,N/A,N/A
N/A,3.8,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,4.8,N/A,165,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.16,N/A,225,N/A,32,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Don’t know ,N/A,275,N/A,28,N/A,15,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,4.44,N/A,325,N/A,N/A,N/A,N/A,N/A,250
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,29,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,12,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,170,N/A,N/A,N/A,N/A,N/A,N/A
Coach Johns (Tiffin),4.85,N/A,275,N/A,24.5 in.,"6'7""",N/A,N/A,250
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,8,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.6,N/A,250,12,33,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.6,N/A,165,N/A,25,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,210,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,230,10,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,150,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,150,N/A,30.5,N/A,N/A,N/A,N/A
N/A,N/a,N/A,10,N/A,N/a,N/A,10,N/A,N/A
N/A,5.5,N/A,150 x 15,N/A,"17""",N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,13,N/A,N/A
N/A,5.5,N/A,N/A,N/A,need to update,N/A,need to update,N/A,185
N/A,N/A,N/A,230,N/A,N/A,N/A,6,N/A,N/A
Coach,N/A,N/A,195,3,N/A,102”,0,N/A,200
N/A,4.17,N/A,220,N/A,26’’,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,N/A,N/A,N/A,14,N/A,N/A
N/A,N/A,N/A,170,N/A,N/A,N/A,N/A,N/A,N/A
Coach Bruner,N/A,N/A,230,8,34,108,N/A,N/A,275
N/A,4.25,N/A,200,N/A,41,N/A,1,N/A,N/A
N/A,N/A,N/A,265,15,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,265,N/A,21,N/A,N/A,N/A,N/A
N/A,5.4,N/A,210,N/A,20,N/A,425,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
Coach,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,200,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,305,N/A,N/A,N/A,11,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.75,N/A,140,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,250,N/A,33,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,210,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,275,N/A,25,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,3,N/A,N/A
N/A,4.38,N/A,200,2,N/A,"9' 4""",N/A,N/A,N/A
N/A,N/A,N/A,160,N/A,30,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,225,5,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Next Gen camp 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
coach,Don’t know ,N/A,240,10,Dont know,Don’t know,2,N/A,225
N/A,N/A,N/A,355,N/A,N/A,N/A,14,N/A,N/A
N/A,8.9,N/A,205,N/A,38 inches ,N/A,1,N/A,N/A
N/A,4.7,N/A,N/A,N/A,23.5,N/A,N/A,N/A,N/A
N/A,4.3,N/A,195,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,34,N/A,1,N/A,N/A
N/A,4.7,N/A,175,N/A,32,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kent state football camp,N/A,N/A,345,5,21in,N/A,3,N/A,245
Coach  ,N/A,N/A,265,12,N/A,N/A,8,N/A,230
N/A,N/A,N/A,215 lbs ,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,330,N/A,N/A,N/A,15,N/A,N/A
F.A.S.T,4.82,N/A,285,N/A,24.1,N/A,10,N/A,245
Head Coach,N/A,N/A,185,N/A,26,N/A,N/A,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,3,N/A,N/A
N/A,Not applicable ,N/A,Not applicable ,N/A,Not applicable ,N/A,Not applicable ,N/A,N/A
N/A,N/A,N/A,135,N/A,24,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,10 reps,25,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,300,N/A,N/A,N/A,7,N/A,N/A
N/A,N/A,N/A,255,N/A,N/A,N/A,N/A,N/A,260
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,7,N/A,305
N/A,4.9,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,2,N/A,N/A
N/A,4.8,N/A,225,N/A,unknown,N/A,1,N/A,N/A
N/A,2.4,N/A,N/A,N/A,23,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.81,N/A,265,N/A,N/A,N/A,3,N/A,215
N/A,4.89,N/A,175,N/A,20,N/A,0,N/A,N/A
N/A,N/A,N/A,275,N/A,24,N/A,6,N/A,N/A
N/A,4.4,N/A,180,N/A,30 in,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,165,N/A,N/A,N/A,N/A,N/A,155
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,270,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,10,N/A,N/A,3,N/A,165
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,195,2,N/A,N/A,N/A,N/A,185
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
myself,N/A,N/A,245,9,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,6,N/A,N/A,N/A,N/A,225
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,195,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5,N/A,225,N/A,18,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,65,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.76,N/A,245,N/A,22,N/A,Haven’t done ,N/A,N/A
N/A,N/A,N/A,135,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.3,N/A,260,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T.C molk,4.4,N/A,225,6,NA,N/A,1,N/A,230
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,2.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,210,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.63,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.8,N/A,220,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Not tested,N/A,260,N/A,Not tested,N/A,5,N/A,N/A
N/A,None ,N/A,None,N/A,None,N/A,None,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4,N/A,225,N/A,30'',N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.41,N/A,260,N/A,N/A,N/A,6,N/A,N/A
N/A,don't know yet,N/A,205,N/A,about 27,N/A,0,N/A,N/A
N/A,NA,N/A,285,N/A,NA,N/A,8,N/A,N/A
N/A,2.96,N/A,245,N/A,29,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.25,N/A,250,14,10,N/A,4,N/A,255
Kent State,5.01,N/A,205,N/A,24.3,"6' 3""",N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,27,N/A,N/A,N/A,N/A
N/A,4.14,N/A,270,9,32,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
N/A,(Will Be Recorded),N/A,(Will Be Recorded),N/A,(Will Be Recorded),N/A,(Will Be Recorded),N/A,N/A
N/A,N/A,N/A,280,N/A,30.5,"8'1""",10,N/A,240
N/A,N/A,N/A,175,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Assistant Coach,4.34,N/A,185,1,N/A,"9'10""",N/A,N/A,200
N/A,4.2,N/A,215,N/A,34in,N/A,1,N/A,N/A
Anthony Shrock and Coach Todd ,4.21,N/A,N/A,N/A,35,10’9”,0,N/A,215
N/A,N/A,N/A,235,N/A,20 inches ,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,23”,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5.2,N/A,205,N/A,18,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,8,N/A,N/A
N/A,4.6,N/A,175,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,210,N/A,21”,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Don’t know,N/A,Don’t know,N/A,Don’t know ,N/A,Don’t know,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,300,N/A,N/A,N/A,10,N/A,N/A
Jeff King,4.7,N/A,235,8,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,160,N/A,N/A,N/A,N/A,N/A,N/A
N/A,6 seconds,N/A,170,N/A,16,N/A,n/a,N/A,N/A
N/A,N/A,N/A,200,N/A,31,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,3.8,N/A,205,N/A,18.5,N/A,1,N/A,N/A
Spire Institute,4.27,N/A,275,15,30.7,9.3,6,N/A,235
N/A,N/A,N/A,200,N/A,35,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,260,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,365,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,145,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5.8,N/A,245,4,3,N/A,2,N/A,N/A
N/A,N/A,N/A,195,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,200,N/A,30.2,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.87,N/A,225,N/A,50,N/A,1,N/A,N/A
N/A,4.7,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5,N/A,145,N/A,10ft,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5,N/A,185,N/A,6,N/A,185,N/A,N/A
N/A,N/A,N/A,195,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,195
N/A,N/A,N/A,135,N/A,N/A,N/A,N/A,N/A,N/A
